scheme_code,scheme_name,fund_house,scheme_category,raw_json,source_file,processed_timestamp
141329,ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123683,DSP BlackRock FMP - Series 114 -3M - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141338,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
139943,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123594,Reliance Fixed Horizon Fund - XXIV - Series 14 -Direct Plan -Dividend Payout option,,,,fund_master.csv,2026-06-03T08:25:50Z
141312,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Flexi Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143005,HDFC FMP 1145D March 2018 (1) - Growth Option - Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
141342,Sundaram Value Fund Series VIII Direct Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122189,HDFC FMP 370D April 2013 (2)-Direct Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154203,Bajaj Finserv Low Duration Fund - Regular - Growth,,,INF0QA701CC3,fund_master.csv,2026-06-03T08:25:50Z
154267,The Wealth Company Small Cap Fund- Regular-IDCW,,,INF2F0001511,fund_master.csv,2026-06-03T08:25:50Z
122225,Reliance Yearly Interval Fund - Series 7 - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127847,L&T FMP Series X - Plan L (367 days) - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141521,Nippon India Fixed Horizon Fund XXXIV- Series 6- Direct Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152919,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular plan-IDCW option,,,INF174KA1TQ8,fund_master.csv,2026-06-03T08:25:50Z
122113,DSP BlackRock FMP - Series 95 -12M - Regular Plan - Dividend Payout - Quarterly Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
139970,IDBI Hybrid Equity Fund IDCW Regular,,,,fund_master.csv,2026-06-03T08:25:50Z
122221,DWS Premier Bond Fund - Direct Plan - Half-Yearly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
142899,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122265,DHFL Pramerica Dynamic Monthly Income Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122353,Birla Sun Life Fixed Term Plan - Series GU (368 days) - Regular Plan-Quarterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
105218,ICICI Prudential FMP series 37 - 3 Mths Plus Plan A - Retail Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122235,L&T Liquid Fund - Direct Plan - Weekly IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
123629,DSP BlackRock FMP - Series 112 -3M - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123684,L&T FMP Series-VIII-Plan E - Growth Option - Regular Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
122371,UTI-FMP-Yearly Series Apr 2013 - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127936,HDFC FMP 435D March 2014 (1)-Direct Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141330,ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141311,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123709,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AN7,fund_master.csv,2026-06-03T08:25:50Z
140040,UTI FTIF Series XXV-VIII (1100 Days)- Regular Plan - Annual Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122191,HDFC FMP 370D April 2013 (2)-Direct Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
105221,ICICI Prudential FMP series 34 - 1 Year Plan B - Institutional Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152894,Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1),,,,fund_master.csv,2026-06-03T08:25:50Z
122226,Reliance Yearly Interval Fund - Series 7- Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154195,Baroda BNP Paribas Best-in-Class Strategy Fund - Direct - Growth Option,,,INF251K01VP3,fund_master.csv,2026-06-03T08:25:50Z
154268,The Wealth Company Small Cap Fund- Regular-Growth,,,INF2F0001503,fund_master.csv,2026-06-03T08:25:50Z
141313,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Annual Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154204,Bajaj Finserv Low Duration Fund - Direct - Growth,,,INF0QA701CF6,fund_master.csv,2026-06-03T08:25:50Z
141339,Sundaram Value Fund Series VIII Regular Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
141343,ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143006,HDFC FMP 1145D March 2018 (1) - IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123595,Reliance Fixed Horizon Fund - XXIV - Series 14-Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139944,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122315,JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units,,,INF192K01EZ4,fund_master.csv,2026-06-03T08:25:50Z
122158,Sundaram Fixed Term Plan DG  - Regular - Dividend Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
122267,DHFL Pramerica Treasury Advantage Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122222,DWS Premier Bond Fund - Half-Yearly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
122354,Birla Sun Life Fixed Term Plan - Series GU (368 days) - Regular Plan-Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
127848,L&T FMP Series X - Plan L (367 days) - Regular Plan - Dividend (Payout) Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152920,LIC MF Manufacturing Fund-Direct Plan-Growth,,,INF767K01RR2,fund_master.csv,2026-06-03T08:25:50Z
122114,DSP BlackRock FMP - Series 95 -12M - Regular Plan - Dividend Payout - Regular Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
122236,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,,,INF109K016W7,fund_master.csv,2026-06-03T08:25:50Z
142900,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Quarterly IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127937,HDFC FMP 435D March 2014 (1)-Direct Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123630,DSP BlackRock FMP - Series 112 -3M - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123685,L&T FMP Series-VIII-Plan E - Growth Option - Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
141331,ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139971,IDBI Hybrid Equity Fund Growth Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
105219,ICICI Prudential FMP series 34 - 1 Year Plan B - Institutional Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141522,SBI DEBT FUND SERIES C - 1 (1100 DAYS) - REGULAR PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
123710,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AO5,fund_master.csv,2026-06-03T08:25:50Z
140041,UTI FTIF Series XXV-VIII (1100 Days)- Regular Plan - Flexi Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
105222,ICICI Prudential FMP series 34 - 1 Year Plan B - Retail Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152895,Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1),,,,fund_master.csv,2026-06-03T08:25:50Z
122227,Reliance Yearly Interval Fund - Series 7 - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122356,Birla Sun Life Fixed Term Plan - Series GV (368 days) - Direct Plan-Normal Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
154197,UTI Nifty500 Shariah Index Fund - Direct Plan Growth Option,,,INF789F1AD04,fund_master.csv,2026-06-03T08:25:50Z
122192,HDFC FMP 370D April 2013 (2)-Direct Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122115,DSP BlackRock FMP - Series 95 -12M - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122237,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152921,LIC MF Manufacturing Fund-Direct Plan-IDCW,,,INF767K01RT8,fund_master.csv,2026-06-03T08:25:50Z
123596,Reliance Fixed Horizon Fund - XXIV - Series 14-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127938,IDFC FTP S-79(1170 Days)_Regular Plan_Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
142901,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Quarterly IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123686,L&T FMP Series-VIII-Plan E - Dividend Option-Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
139945,HDFC FMP 1306D September 2016 (1) - Regular Option - Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141332,ICICI Prudential Fixed Maturity Plan - Series 81 - 1101 Days Plan E - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122223,DWS Gilt Fund - Half Yearly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
127849,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,,,INF761K01BR9,fund_master.csv,2026-06-03T08:25:50Z
139972,IDBI Hybrid Equity Fund IDCW Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
123631,DSP BlackRock FMP - Series 112 -3M - Direct Plan - Dividend Payout - Regular Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
152896,Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1),,,INF955L01JG1,fund_master.csv,2026-06-03T08:25:50Z
122357,Birla Sun Life Fixed Term Plan - Series GV (368 days) - Direct Plan-Quarterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
141523,SBI DEBT FUND SERIES C - 1 (1100 DAYS) - REGULAR PLAN - DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
123711,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AP2,fund_master.csv,2026-06-03T08:25:50Z
154269,The Wealth Company Small Cap Fund- Direct-Growth,,,INF2F0001537,fund_master.csv,2026-06-03T08:25:50Z
140042,UTI FTIF Series XXV-VIII (1100 Days)- Regular Plan - Quarterly Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122228,Reliance Yearly Interval Fund - Series 7- Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122159,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Regular Plan - Growth Option (Maturity Date 03-May-2016),,,,fund_master.csv,2026-06-03T08:25:50Z
142902,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Half Yearly IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152922,LIC MF Manufacturing Fund-Regular Plan-Growth,,,INF767K01RO9,fund_master.csv,2026-06-03T08:25:50Z
122316,JM Ultra Short Duration Fund (Direct) - Bonus Option - Principal Units,,,,fund_master.csv,2026-06-03T08:25:50Z
122268,DHFL Pramerica Treasury Advantage Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127939,IDFC FTP S-79(1170 Days)_Regular Plan_Quaterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
123687,L&T FMP Series-VIII-Plan E - Dividend Option - Regular Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
122238,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141333,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
139946,HDFC FMP 1306D September 2016 (1) - Direct Option - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127850,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,,,INF761K01BO6,fund_master.csv,2026-06-03T08:25:50Z
123597,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Direct Plan - Quarterly Dividend Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
141314,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Maturity Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122116,DSP BlackRock FMP - Series 95 -12M - Direct Plan - Dividend Payout - Quarterly Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
123632,DSP BlackRock FMP - Series 112 -3M - Regular Plan - Dividend Payout - Quarterly Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
141340,Sundaram Value Fund Series VIII Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,fund_master.csv,2026-06-03T08:25:50Z
154205,ANGEL ONE SILVER ETF,,,INF1J2R01171,fund_master.csv,2026-06-03T08:25:50Z
141345,ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122193,HDFC FMP 366D April 2013 (2)-Regular Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139975,UTI FTIF Series XXV-VII (1097 Days)- Direct Plan - Annual Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152897,Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1),,,,fund_master.csv,2026-06-03T08:25:50Z
123712,BOI AXA FIXED MATURITY PLAN SERIES 6 REGULAR PLAN GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
154198,UTI Nifty500 Shariah Index Fund - Regular Plan Growth Option,,,INF789F1AC96,fund_master.csv,2026-06-03T08:25:50Z
122358,Birla Sun Life Fixed Term Plan - Series GV (368 days) -Direct Plan-Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
154270,The Wealth Company Small Cap Fund- Direct-IDCW,,,INF2F0001545,fund_master.csv,2026-06-03T08:25:50Z
142903,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Half Yearly IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141524,SBI DEBT FUND SERIES C - 1 (1100 DAYS) - DIRECT PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
122229,Birla Sun Life Fixed Term Plan - Series GT (366 days) - Direct Plan-Normal Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
139947,HDFC FMP 1306D September 2016 (1) - Direct Option - Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
140043,UTI Long Term Advantage Fund Series IV - Regular Plan - IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
123688,Kotak Banking and PSU Debt - Annual Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
122269,DHFL Pramerica Credit Opportunities Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122160,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Direct Plan - Dividend Payout Option (Maturity Date 03-May-2016),,,,fund_master.csv,2026-06-03T08:25:50Z
152923,LIC MF Manufacturing Fund-Regular Plan-IDCW,,,INF767K01RQ4,fund_master.csv,2026-06-03T08:25:50Z
122239,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127851,BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,,,INF761K01BP3,fund_master.csv,2026-06-03T08:25:50Z
127940,IDFC FTP S-79(1170 Days)_Regular Plan_Periodic Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
122317,JM Ultra Short Duration Fund - Bonus Option - Principal Units,,,,fund_master.csv,2026-06-03T08:25:50Z
122117,DSP BlackRock FMP - Series 95 -12M - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141315,UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Quarterly Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141334,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
123598,L&T FMP - Series VIII - Plan C - Growth Option-Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
143007,Sundaram Emerging Small Cap Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,fund_master.csv,2026-06-03T08:25:50Z
122372,UTI-FMP-Yearly Series Apr 2013 - Dividend Option - Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
154206,ANGEL ONE SILVER ETF FOF -DIRECT GROWTH,,,INF1J2R01155,fund_master.csv,2026-06-03T08:25:50Z
123633,DSP BlackRock FMP - Series 112 -3M - Regular Plan - Dividend Payout - Regular Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
141341,Sundaram Value Fund Series VIII Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,fund_master.csv,2026-06-03T08:25:50Z
141346,ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Direct Plan - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122194,HDFC FMP 366D April 2013 (2)-Regular Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154199,Groww BSE Hospitals ETF,,,INF666M01OD9,fund_master.csv,2026-06-03T08:25:50Z
123714,BOI AXA FIXED MATURITY PLAN SERIES 6 REGULAR PLAN DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
139976,UTI FTIF Series XXV-VII (1097 Days)- Direct Plan - Quarterly Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122359,Birla Sun Life Fixed Term Plan - Series GV (368 days) - Regular Plan-Normal Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
140044,UTI Long Term Advantage Fund Series IV - Direct Plan - IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
142904,ICICI Prudential Fixed Maturity Plan - Series 82 - 1135 Days Plan S - Direct Plan Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152898,Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1),,,INF955L01JF3,fund_master.csv,2026-06-03T08:25:50Z
141525,SBI DEBT FUND SERIES C - 1 (1100 DAYS) - DIRECT PLAN - DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
154271,Nippon India CRISIL-IBX Financial Services 3-6 Months Debt Index Fund- Direct Plan- Growth Option,,,INF204KC1GX3,fund_master.csv,2026-06-03T08:25:50Z
139948,HDFC FMP 1306D September 2016 (1) - Regular Option - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122230,Birla Sun Life Fixed Term Plan - Series GT (366 days) - Regular Plan-Normal Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
127944,IDFC FTP S-79(1170 Days)_Direct Plan_Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
123689,Kotak Banking and PSU Debt Direct - Annual Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
122270,DHFL Pramerica Credit Opportunities Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122240,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123599,L&T FMP - Series VIII - Plan C - Dividend Option-Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
105223,DSP BlackRock Fixed Term Plan Series 3E - Regular Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
127852,BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW,,,INF761K01BM0,fund_master.csv,2026-06-03T08:25:50Z
141316,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Quarterly Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122161,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Regular Plan - Dividend Payout Option (Maturity Date 03-May-2016),,,,fund_master.csv,2026-06-03T08:25:50Z
122318,JM Money Manger Fund - Super Plan (Direct) Bonus Option Principal Units,,,,fund_master.csv,2026-06-03T08:25:50Z
122118,UTI FTIF Series XIV -VIII (371 DAYS) - Quarterly Dividend Option Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
141335,Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122195,HDFC FMP 366D April 2013 (2)-Regular Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154200,Groww BSE Hospitals ETF FOF Direct Growth,,,INF666M01NX9,fund_master.csv,2026-06-03T08:25:50Z
152924,Mirae Asset Nifty Metal ETF,,,INF769K01LY7,fund_master.csv,2026-06-03T08:25:50Z
141347,SBI DUAL ADVANTAGE FUND - SERIES XXII - REGULAR PLAN - DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
123634,DSP BlackRock FMP - Series 112 -3M - Direct Plan - Dividend Payout - Quarterly Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
123715,BOI AXA FIXED MATURITY PLAN SERIES 6 DIRECT PLAN GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
154272,Nippon India CRISIL-IBX Financial Services 3-6 Months Debt Index Fund- Direct Plan-IDCW Option,,,INF204KC1GY1,fund_master.csv,2026-06-03T08:25:50Z
140045,UTI Long Term Advantage Fund Series IV - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152899,Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1),,,INF955L01JP2,fund_master.csv,2026-06-03T08:25:50Z
142907,HDFC FMP 1147D March 2018 (1) - IDCW Option - Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
123600,L&T FMP - Series VIII - Plan C - Dividend Option - Regular Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
122271,DHFL Pramerica Short Term Floating Rate Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122162,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Direct Plan - Growth Option (Maturity Date 03-May-2016),,,,fund_master.csv,2026-06-03T08:25:50Z
139949,HDFC FMP 1306D September 2016 (1) - Regular Option - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122373,UTI-FMP-Yearly Series Apr 2013 - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141531,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Annual Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122231,Birla Sun Life Fixed Term Plan - Series GT (366 days) - Direct Plan-Quarterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
122249,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Cumulative,,,,fund_master.csv,2026-06-03T08:25:50Z
